year,obs.hours,species,spcode,count,habitat types,diet index,mass kg,northern latitude,generation time,popest,diet spec,human tolerance,migration,habitat spec,DDT susc,forest dependence,mass g
1993,986,NOGO,8,110,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1993,986,NOHA,9,355,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1993,986,OSPR,10,700,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1993,986,PEFA,11,50,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1993,986,RLHA,12,6,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1993,986,RSHA,13,248,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1993,986,RTHA,14,3744,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1993,986,SSHA,15,5449,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1993,986,TUVU,16,88,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1994,1057,AMKE,1,688,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1994,1057,BAEA,2,80,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1994,1057,BLVU,3,56,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1994,1057,BWHA,4,3513,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1994,1057,COHA,5,573,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1994,1057,GOEA,6,85,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1994,1057,MERL,7,54,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1994,1057,NOGO,8,34,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1994,1057,NOHA,9,296,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1994,1057,OSPR,10,475,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1994,1057,PEFA,11,24,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1994,1057,RLHA,12,9,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1994,1057,RSHA,13,260,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1994,1057,RTHA,14,4424,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1994,1057,SSHA,15,4934,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1994,1057,TUVU,16,198,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1995,1020,AMKE,1,655,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1995,1020,BAEA,2,130,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1995,1020,BLVU,3,43,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1995,1020,BWHA,4,10077,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1995,1020,COHA,5,643,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1995,1020,GOEA,6,100,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1995,1020,MERL,7,168,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1995,1020,NOGO,8,120,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1995,1020,NOHA,9,272,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1995,1020,OSPR,10,468,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1995,1020,PEFA,11,28,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1995,1020,RLHA,12,9,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1995,1020,RSHA,13,402,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1995,1020,RTHA,14,4850,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1995,1020,SSHA,15,6217,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1995,1020,TUVU,16,176,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1996,1044,AMKE,1,365,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1996,1044,BAEA,2,103,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1996,1044,BLVU,3,50,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1996,1044,BWHA,4,1809,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1996,1044,COHA,5,536,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1996,1044,GOEA,6,86,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1996,1044,MERL,7,125,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1996,1044,NOGO,8,41,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1996,1044,NOHA,9,129,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1996,1044,OSPR,10,567,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1996,1044,PEFA,11,39,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1996,1044,RLHA,12,4,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1996,1044,RSHA,13,310,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1996,1044,RTHA,14,2727,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1996,1044,SSHA,15,4467,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1996,1044,TUVU,16,200,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1997,1050,AMKE,1,643,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1997,1050,BAEA,2,133,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1997,1050,BLVU,3,93,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1997,1050,BWHA,4,5518,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1997,1050,COHA,5,723,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1997,1050,GOEA,6,98,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1997,1050,MERL,7,150,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1997,1050,NOGO,8,92,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1997,1050,NOHA,9,213,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1997,1050,OSPR,10,621,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1997,1050,PEFA,11,60,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1997,1050,RLHA,12,24,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1997,1050,RSHA,13,306,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1997,1050,RTHA,14,2359,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1997,1050,SSHA,15,4219,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1997,1050,TUVU,16,238,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1998,1157,AMKE,1,794,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1998,1157,BAEA,2,159,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1998,1157,BLVU,3,55,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1998,1157,BWHA,4,9935,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1998,1157,COHA,5,1118,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1998,1157,GOEA,6,145,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1998,1157,MERL,7,148,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1998,1157,NOGO,8,36,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1998,1157,NOHA,9,305,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1998,1157,OSPR,10,617,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1998,1157,PEFA,11,55,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1998,1157,RLHA,12,6,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1998,1157,RSHA,13,369,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1998,1157,RTHA,14,4331,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1998,1157,SSHA,15,5831,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1998,1157,TUVU,16,220,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
1999,1088,AMKE,1,729,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
1999,1088,BAEA,2,170,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
1999,1088,BLVU,3,80,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
1999,1088,BWHA,4,8694,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
1999,1088,COHA,5,938,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
1999,1088,GOEA,6,129,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
1999,1088,MERL,7,127,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
1999,1088,NOGO,8,171,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
1999,1088,NOHA,9,315,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
1999,1088,OSPR,10,681,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
1999,1088,PEFA,11,48,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
1999,1088,RLHA,12,14,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
1999,1088,RSHA,13,332,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
1999,1088,RTHA,14,4954,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
1999,1088,SSHA,15,4424,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
1999,1088,TUVU,16,367,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2000,1126.55,AMKE,1,520,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2000,1126.55,BAEA,2,164,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2000,1126.55,BLVU,3,9,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2000,1126.55,BWHA,4,6435,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2000,1126.55,COHA,5,750,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2000,1126.55,GOEA,6,94,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2000,1126.55,MERL,7,169,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2000,1126.55,NOGO,8,34,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2000,1126.55,NOHA,9,140,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2000,1126.55,OSPR,10,493,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2000,1126.55,PEFA,11,47,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2000,1126.55,RLHA,12,5,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2000,1126.55,RSHA,13,197,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2000,1126.55,RTHA,14,2883,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2000,1126.55,SSHA,15,4505,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2000,1126.55,TUVU,16,169,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2001,1137.37,AMKE,1,581,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2001,1137.37,BAEA,2,158,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2001,1137.37,BLVU,3,48,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2001,1137.37,BWHA,4,3842,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2001,1137.37,COHA,5,900,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2001,1137.37,GOEA,6,89,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2001,1137.37,MERL,7,176,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2001,1137.37,NOGO,8,122,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2001,1137.37,NOHA,9,255,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2001,1137.37,OSPR,10,573,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2001,1137.37,PEFA,11,36,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2001,1137.37,RLHA,12,3,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2001,1137.37,RSHA,13,275,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2001,1137.37,RTHA,14,3701,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2001,1137.37,SSHA,15,4826,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2001,1137.37,TUVU,16,329,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2002,1038.8,AMKE,1,479,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2002,1038.8,BAEA,2,215,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2002,1038.8,BLVU,3,48,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2002,1038.8,BWHA,4,11858,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2002,1038.8,COHA,5,599,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2002,1038.8,GOEA,6,125,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2002,1038.8,MERL,7,119,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2002,1038.8,NOGO,8,43,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2002,1038.8,NOHA,9,181,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2002,1038.8,OSPR,10,706,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2002,1038.8,PEFA,11,62,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2002,1038.8,RLHA,12,5,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2002,1038.8,RSHA,13,241,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2002,1038.8,RTHA,14,3491,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2002,1038.8,SSHA,15,3110,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2002,1038.8,TUVU,16,226,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2003,1034.09,AMKE,1,375,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2003,1034.09,BAEA,2,218,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2003,1034.09,BLVU,3,23,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2003,1034.09,BWHA,4,6122,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2003,1034.09,COHA,5,682,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2003,1034.09,GOEA,6,160,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2003,1034.09,MERL,7,97,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2003,1034.09,NOGO,8,62,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2003,1034.09,NOHA,9,254,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2003,1034.09,OSPR,10,675,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2003,1034.09,PEFA,11,55,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2003,1034.09,RLHA,12,10,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2003,1034.09,RSHA,13,231,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2003,1034.09,RTHA,14,3384,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2003,1034.09,SSHA,15,3649,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2003,1034.09,TUVU,16,327,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2004,1093.45,AMKE,1,358,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2004,1093.45,BAEA,2,219,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2004,1093.45,BLVU,3,64,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2004,1093.45,BWHA,4,6387,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2004,1093.45,COHA,5,536,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2004,1093.45,GOEA,6,89,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2004,1093.45,MERL,7,100,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2004,1093.45,NOGO,8,31,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2004,1093.45,NOHA,9,187,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2004,1093.45,OSPR,10,672,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2004,1093.45,PEFA,11,44,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2004,1093.45,RLHA,12,11,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2004,1093.45,RSHA,13,212,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2004,1093.45,RTHA,14,2856,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2004,1093.45,SSHA,15,2970,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2004,1093.45,TUVU,16,177,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2005,1120.68,AMKE,1,467,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2005,1120.68,BAEA,2,199,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2005,1120.68,BLVU,3,114,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2005,1120.68,BWHA,4,5242,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2005,1120.68,COHA,5,1124,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2005,1120.68,GOEA,6,124,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2005,1120.68,MERL,7,198,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2005,1120.68,NOGO,8,54,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2005,1120.68,NOHA,9,209,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2005,1120.68,OSPR,10,480,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2005,1120.68,PEFA,11,54,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2005,1120.68,RLHA,12,6,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2005,1120.68,RSHA,13,346,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2005,1120.68,RTHA,14,4550,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2005,1120.68,SSHA,15,4545,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2005,1120.68,TUVU,16,470,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2006,1066.95,AMKE,1,411,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2006,1066.95,BAEA,2,197,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2006,1066.95,BLVU,3,89,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
2006,1066.95,BWHA,4,11798,3,1.46,0.41,55.2,9.3,1800000,generalist,intolerant,complete,specialist,non-susceptible,medium,397
2006,1066.95,COHA,5,931,4,1.05,0.45,54.1,7.2,840000,generalist,tolerant,partial,generalist,susceptible,medium,452
2006,1066.95,GOEA,6,158,9,0.42,4.38,74.2,17.3,63000,specialist,intolerant,partial,generalist,susceptible,low,4200
2006,1066.95,MERL,7,203,6,0.69,0.19,68.7,5.7,1600000,specialist,tolerant,partial,generalist,susceptible,low,222
2006,1066.95,NOGO,8,15,4,1.05,0.99,68.8,7,210000,generalist,intolerant,partial,specialist,susceptible,high,990
2006,1066.95,NOHA,9,275,7,1.23,0.42,68,7.8,820000,generalist,intolerant,partial,specialist,susceptible,low,447
2006,1066.95,OSPR,10,674,15,0.02,2.4,66.6,11.6,400000,specialist,tolerant,complete,specialist,susceptible,low,1570
2006,1066.95,PEFA,11,62,16,0.27,0.72,73.9,6.8,37000,specialist,tolerant,partial,generalist,susceptible,low,794
2006,1066.95,RLHA,12,1,5,0.57,1.08,74.2,10,300000,specialist,intolerant,complete,specialist,non-susceptible,low,951
2006,1066.95,RSHA,13,253,3,1.48,0.62,47.4,8.3,1800000,generalist,tolerant,partial,specialist,susceptible,medium,625
2006,1066.95,RTHA,14,3893,11,0.98,1.09,68.5,9.2,2800000,specialist,tolerant,partial,generalist,non-susceptible,low,1126
2006,1066.95,SSHA,15,5479,9,0.33,0.14,68.9,7.2,410000,specialist,intolerant,partial,specialist,susceptible,medium,165.5
2006,1066.95,TUVU,16,453,9,1.48,2,55.3,9.9,8400000,generalist,tolerant,partial,generalist,susceptible,low,1425
2007,1045.15,AMKE,1,528,11,0.8,0.12,66.5,5.7,2800000,specialist,tolerant,partial,specialist,susceptible,low,115.5
2007,1045.15,BAEA,2,231,11,1.02,4.65,68.9,17.2,200000,generalist,tolerant,partial,generalist,susceptible,low,4790
2007,1045.15,BLVU,3,119,9,1.48,1.9,40.7,18.6,1900000,generalist,tolerant,partial,generalist,susceptible,low,1640
